id,path,mtime,bass_ratio,bass_rms_h,bass_rms_p,centroid,bandwidth,rolloff,zcr,tempo,bass_beat_mean,bass_beat_var
f6890214a5ca969f,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Feel_Good_Inc\Bouncy Funk Rock Bass Jam with Trills & Harmonics [VsaEJ2gfqME].wav,1754897708.8528893,0.25305126706352926,20.677389665027256,15.75980810522999,1081.242770039561,1562.5856127263228,2158.022365308263,0.043646655036407765,143.5546875,-17.697248458862305,563.4742431640625
bcb3e4396b19c0e2,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Feel_Good_Inc\Funky Alien – Aloe 141 [TGDP67M4JA8].wav,1754897816.8074005,0.27109818776789185,13.44018925215676,8.55455684475003,2470.7167819915644,2593.3182361826002,5290.733039729548,0.09294307021646178,103.359375,-25.31686019897461,423.107666015625
6b056e17f78f6764,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Feel_Good_Inc\Got 2 Grind [s4SgL1W6syU].wav,1754897779.2706647,0.9542225166585196,82.07658866114015,23.390503663262464,2152.1457985435254,2270.918112061732,4653.64264068455,0.07615215686324198,143.5546875,-16.251317977905273,514.928955078125
a650bb13db541763,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Feel_Good_Inc\His Wishlist： 43. In the Disco was One (Instrumental) [qKej0y7RDy0].wav,1754897752.3824875,0.9538912883096505,57.50272581854273,17.270797796945274,1548.8617735919486,2023.1004429400764,3402.521376176314,0.050817568440082644,107.666015625,-16.541826248168945,594.4004516601562
b91dc954dc5e53dc,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Feel_Good_Inc\Miss - Hip Hop [Audio] [zuijRF0bdiY].wav,1754897739.9804175,0.4253026000646469,26.84735246672672,13.402124014520494,2391.948046818956,2372.0425318502816,4857.4129974431635,0.10778528924148854,117.45383522727273,-19.29290008544922,579.5924682617188
86b163a44b028f07,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Feel_Good_Inc\TELEFILME - Hi-Fi Ghost [Audio] [-jid6dr145s].wav,1754897791.754848,0.6267439721756368,29.85348949387556,8.92124089594806,2328.0668091173557,2643.4308570691046,5253.216581686717,0.07796098498184109,117.45383522727273,-19.874174118041992,711.6007080078125
366ea8623c4f1bbd,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\audio_raw\Give_It_Away.wav,1754445426.420203,0.30237080313475123,11.192363683412827,5.430912631567529,3092.8748712653864,2811.041738928654,6522.603673148964,0.15463361475319523,92.28515625,-26.278030395507812,574.2225952148438
daead877dbd9dcde,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Give_It_Away\Funky Alien – Aloe 141 [TGDP67M4JA8].wav,1754898113.3156228,0.27109818776789185,13.44018925215676,8.55455684475003,2470.7167819915644,2593.3182361826002,5290.733039729548,0.09294307021646178,103.359375,-25.31686019897461,423.107666015625
984db3b3b3f43686,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Give_It_Away\Got 2 Grind [s4SgL1W6syU].wav,1754898095.807549,0.9534331025317022,81.83794485903223,23.415908022862517,2173.762859123988,2279.7383573484017,4692.79621656853,0.07719823949550024,143.5546875,-16.546165466308594,521.9382934570312
bfd6d5cbc7d4b017,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Give_It_Away\His Wishlist： 43. In the Disco was One (Instrumental) [qKej0y7RDy0].wav,1754898065.5948498,0.9532694044577685,57.40773210185302,17.214036687599812,1559.2378306018331,2031.146970516143,3423.815448184594,0.051004896685320704,107.666015625,-16.52804946899414,594.1679077148438
